C:\Program Files\BOSE\Graham\Frequency Response\Active\1hz.CSV


Created ,8/3/2017,4:14:11 PM
Exported,8/3/2017,4:14:21 PM

Channels
Disp,Load 1,Load 2,Ch 4,Ch 5,Ch 6,Ch 7,Ch 8,DirCmd A,UserCalc1,DirCmd O,Axial cmd,Axial err,Out 2 cmd,Out 2 err,

Units
mm,N,g,V,V,V,V,V,V,V,V,mm,%,V,%,

Movers
Axial,Out 2,

   
"Points","Elapsed Time ","Scan Time ","Disp   ","Load 1 ","Ch 4   ",
"      ","Sec          ","Sec       ","mm     ","N      ","V      ",
     173,        0.17200,     0.17200,  -0.8420,    1.446,   -0.023,
     174,        0.17300,     0.17300,  -0.8409,    1.446,   -0.023,
     175,        0.17400,     0.17400,  -0.8398,    1.446,   -0.024,
     176,        0.17500,     0.17500,  -0.8387,    1.445,   -0.024,
     177,        0.17600,     0.17600,  -0.8377,    1.446,   -0.025,
     178,        0.17700,     0.17700,  -0.8363,    1.446,   -0.025,
     179,        0.17800,     0.17800,  -0.8352,    1.446,   -0.027,
     180,        0.17900,     0.17900,  -0.8338,    1.446,   -0.027,
     181,        0.18000,     0.18000,  -0.8327,    1.446,   -0.027,
     182,        0.18100,     0.18100,  -0.8313,    1.446,   -0.028,
     183,        0.18200,     0.18200,  -0.8301,    1.446,   -0.028,
     184,        0.18300,     0.18300,  -0.8288,    1.446,   -0.029,
     185,        0.18400,     0.18400,  -0.8276,    1.446,   -0.029,
     186,        0.18500,     0.18500,  -0.8264,    1.446,   -0.030,
     187,        0.18600,     0.18600,  -0.8251,    1.446,   -0.030,
     188,        0.18700,     0.18700,  -0.8236,    1.446,   -0.031,
     189,        0.18800,     0.18800,  -0.8225,    1.446,   -0.031,
     190,        0.18900,     0.18900,  -0.8213,    1.446,   -0.031,
     191,        0.19000,     0.19000,  -0.8200,    1.446,   -0.032,
     192,        0.19100,     0.19100,  -0.8187,    1.446,   -0.032,
     193,        0.19200,     0.19200,  -0.8177,    1.446,   -0.032,
     194,        0.19300,     0.19300,  -0.8164,    1.446,   -0.033,
     195,        0.19400,     0.19400,  -0.8151,    1.446,   -0.032,
     196,        0.19500,     0.19500,  -0.8139,    1.446,   -0.033,
     197,        0.19600,     0.19600,  -0.8128,    1.446,   -0.033,
     198,        0.19700,     0.19700,  -0.8113,    1.446,   -0.034,
     199,        0.19800,     0.19800,  -0.8103,    1.446,   -0.034,
     200,        0.19900,     0.19900,  -0.8088,    1.445,   -0.034,
     201,        0.20000,     0.20000,  -0.8074,    1.446,   -0.034,
     202,        0.20100,     0.20100,  -0.8061,    1.446,   -0.035,
     203,        0.20200,     0.20200,  -0.8048,    1.446,   -0.035,
     204,        0.20300,     0.20300,  -0.8035,    1.446,   -0.035,
     205,        0.20400,     0.20400,  -0.8023,    1.446,   -0.035,
     206,        0.20500,     0.20500,  -0.8009,    1.446,   -0.036,
     207,        0.20600,     0.20600,  -0.7995,    1.446,   -0.036,
     208,        0.20700,     0.20700,  -0.7984,    1.448,   -0.035,
     209,        0.20800,     0.20800,  -0.7970,    1.446,   -0.036,
     210,        0.20900,     0.20900,  -0.7958,    1.446,   -0.037,
     211,        0.21000,     0.21000,  -0.7945,    1.446,   -0.037,
     212,        0.21100,     0.21100,  -0.7930,    1.445,   -0.037,
     213,        0.21200,     0.21200,  -0.7916,    1.446,   -0.037,
     214,        0.21300,     0.21300,  -0.7904,    1.446,   -0.037,
     215,        0.21400,     0.21400,  -0.7890,    1.446,   -0.037,
     216,        0.21500,     0.21500,  -0.7877,    1.446,   -0.038,
     217,        0.21600,     0.21600,  -0.7863,    1.446,   -0.038,
     218,        0.21700,     0.21700,  -0.7849,    1.446,   -0.038,
     219,        0.21800,     0.21800,  -0.7839,    1.446,   -0.038,
     220,        0.21900,     0.21900,  -0.7825,    1.448,   -0.038,
     221,        0.22000,     0.22000,  -0.7811,    1.445,   -0.039,
     222,        0.22100,     0.22100,  -0.7799,    1.446,   -0.039,
     223,        0.22200,     0.22200,  -0.7783,    1.446,   -0.040,
     224,        0.22300,     0.22300,  -0.7769,    1.446,   -0.040,
     225,        0.22400,     0.22400,  -0.7758,    1.446,   -0.040,
     226,        0.22500,     0.22500,  -0.7743,    1.446,   -0.040,
     227,        0.22600,     0.22600,  -0.7730,    1.446,   -0.040,
     228,        0.22700,     0.22700,  -0.7717,    1.446,   -0.041,
     229,        0.22800,     0.22800,  -0.7704,    1.446,   -0.042,
     230,        0.22900,     0.22900,  -0.7691,    1.446,   -0.042,
     231,        0.23000,     0.23000,  -0.7678,    1.445,   -0.042,
     232,        0.23100,     0.23100,  -0.7661,    1.446,   -0.042,
     233,        0.23200,     0.23200,  -0.7647,    1.446,   -0.042,
     234,        0.23300,     0.23300,  -0.7633,    1.446,   -0.043,
     235,        0.23400,     0.23400,  -0.7618,    1.445,   -0.043,
     236,        0.23500,     0.23500,  -0.7605,    1.446,   -0.043,
     237,        0.23600,     0.23600,  -0.7590,    1.446,   -0.043,
     238,        0.23700,     0.23700,  -0.7579,    1.446,   -0.044,
     239,        0.23800,     0.23800,  -0.7565,    1.446,   -0.043,
     240,        0.23900,     0.23900,  -0.7550,    1.446,   -0.044,
     241,        0.24000,     0.24000,  -0.7540,    1.446,   -0.044,
     242,        0.24100,     0.24100,  -0.7527,    1.446,   -0.044,
     243,        0.24200,     0.24200,  -0.7511,    1.446,   -0.044,
     244,        0.24300,     0.24300,  -0.7498,    1.446,   -0.044,
     245,        0.24400,     0.24400,  -0.7482,    1.446,   -0.045,
     246,        0.24500,     0.24500,  -0.7468,    1.446,   -0.045,
     247,        0.24600,     0.24600,  -0.7453,    1.446,   -0.045,
     248,        0.24700,     0.24700,  -0.7442,    1.446,   -0.046,
     249,        0.24800,     0.24800,  -0.7427,    1.445,   -0.046,
     250,        0.24900,     0.24900,  -0.7411,    1.446,   -0.047,
     251,        0.25000,     0.25000,  -0.7398,    1.446,   -0.047,
     252,        0.25100,     0.25100,  -0.7385,    1.446,   -0.047,
     253,        0.25200,     0.25200,  -0.7369,    1.446,   -0.046,
     254,        0.25300,     0.25300,  -0.7354,    1.444,   -0.047,
     255,        0.25400,     0.25400,  -0.7340,    1.446,   -0.047,
     256,        0.25500,     0.25500,  -0.7324,    1.446,   -0.047,
     257,        0.25600,     0.25600,  -0.7314,    1.446,   -0.047,
     258,        0.25700,     0.25700,  -0.7300,    1.446,   -0.048,
     259,        0.25800,     0.25800,  -0.7286,    1.446,   -0.048,
     260,        0.25900,     0.25900,  -0.7272,    1.446,   -0.048,
     261,        0.26000,     0.26000,  -0.7256,    1.446,   -0.048,
     262,        0.26100,     0.26100,  -0.7246,    1.448,   -0.047,
     263,        0.26200,     0.26200,  -0.7231,    1.446,   -0.048,
     264,        0.26300,     0.26300,  -0.7218,    1.446,   -0.048,
     265,        0.26400,     0.26400,  -0.7204,    1.446,   -0.048,
     266,        0.26500,     0.26500,  -0.7192,    1.446,   -0.048,
     267,        0.26600,     0.26600,  -0.7177,    1.446,   -0.048,
     268,        0.26700,     0.26700,  -0.7163,    1.446,   -0.048,
     269,        0.26800,     0.26800,  -0.7147,    1.446,   -0.048,
     270,        0.26900,     0.26900,  -0.7134,    1.446,   -0.048,
     271,        0.27000,     0.27000,  -0.7121,    1.445,   -0.048,
     272,        0.27100,     0.27100,  -0.7105,    1.446,   -0.047,
     273,        0.27200,     0.27200,  -0.7093,    1.446,   -0.047,
     274,        0.27300,     0.27300,  -0.7079,    1.446,   -0.047,
     275,        0.27400,     0.27400,  -0.7064,    1.446,   -0.047,
     276,        0.27500,     0.27500,  -0.7051,    1.446,   -0.047,
     277,        0.27600,     0.27600,  -0.7036,    1.446,   -0.047,
     278,        0.27700,     0.27700,  -0.7022,    1.445,   -0.047,
     279,        0.27800,     0.27800,  -0.7009,    1.446,   -0.047,
     280,        0.27900,     0.27900,  -0.6993,    1.446,   -0.047,
     281,        0.28000,     0.28000,  -0.6981,    1.446,   -0.047,
     282,        0.28100,     0.28100,  -0.6967,    1.445,   -0.047,
     283,        0.28200,     0.28200,  -0.6952,    1.446,   -0.047,
     284,        0.28300,     0.28300,  -0.6938,    1.446,   -0.047,
     285,        0.28400,     0.28400,  -0.6925,    1.446,   -0.047,
     286,        0.28500,     0.28500,  -0.6910,    1.446,   -0.046,
     287,        0.28600,     0.28600,  -0.6896,    1.446,   -0.046,
     288,        0.28700,     0.28700,  -0.6882,    1.446,   -0.046,
     289,        0.28800,     0.28800,  -0.6868,    1.446,   -0.046,
     290,        0.28900,     0.28900,  -0.6858,    1.446,   -0.046,
     291,        0.29000,     0.29000,  -0.6843,    1.446,   -0.046,
     292,        0.29100,     0.29100,  -0.6827,    1.446,   -0.047,
     293,        0.29200,     0.29200,  -0.6814,    1.446,   -0.046,
     294,        0.29300,     0.29300,  -0.6798,    1.446,   -0.046,
     295,        0.29400,     0.29400,  -0.6785,    1.446,   -0.047,
     296,        0.29500,     0.29500,  -0.6772,    1.446,   -0.046,
     297,        0.29600,     0.29600,  -0.6757,    1.446,   -0.046,
     298,        0.29700,     0.29700,  -0.6744,    1.446,   -0.046,
     299,        0.29800,     0.29800,  -0.6732,    1.446,   -0.046,
     300,        0.29900,     0.29900,  -0.6719,    1.446,   -0.046,
     301,        0.30000,     0.30000,  -0.6706,    1.446,   -0.046,
     302,        0.30100,     0.30100,  -0.6694,    1.446,   -0.046,
     303,        0.30200,     0.30200,  -0.6680,    1.446,   -0.047,
     304,        0.30300,     0.30300,  -0.6665,    1.446,   -0.047,
     305,        0.30400,     0.30400,  -0.6650,    1.446,   -0.047,
     306,        0.30500,     0.30500,  -0.6637,    1.446,   -0.047,
     307,        0.30600,     0.30600,  -0.6624,    1.446,   -0.047,
     308,        0.30700,     0.30700,  -0.6610,    1.446,   -0.047,
     309,        0.30800,     0.30800,  -0.6600,    1.446,   -0.047,
     310,        0.30900,     0.30900,  -0.6587,    1.446,   -0.047,
     311,        0.31000,     0.31000,  -0.6571,    1.446,   -0.047,
     312,        0.31100,     0.31100,  -0.6561,    1.446,   -0.048,
     313,        0.31200,     0.31200,  -0.6546,    1.446,   -0.047,
     314,        0.31300,     0.31300,  -0.6531,    1.446,   -0.048,
     315,        0.31400,     0.31400,  -0.6519,    1.448,   -0.048,
     316,        0.31500,     0.31500,  -0.6503,    1.446,   -0.048,
     317,        0.31600,     0.31600,  -0.6488,    1.446,   -0.048,
     318,        0.31700,     0.31700,  -0.6477,    1.446,   -0.048,
     319,        0.31800,     0.31800,  -0.6462,    1.446,   -0.048,
     320,        0.31900,     0.31900,  -0.6450,    1.446,   -0.048,
     321,        0.32000,     0.32000,  -0.6436,    1.446,   -0.048,
     322,        0.32100,     0.32100,  -0.6424,    1.446,   -0.048,
